user,gesture,sequence,x,y,z,time
3,1,1,-0.09293912450279929,-1.4039514622779492,-1.0429238826448162,3098.0
3,1,1,-0.10862191477925114,-1.416097818753429,-1.0490639649742837,3149.0
3,1,1,-0.1314453797773215,-1.4125228273085182,-1.054674729861556,3179.0
3,1,1,-0.1701073506999787,-1.4128027965180594,-1.0597385333918925,3211.0
3,1,1,-0.2246968079175856,-1.4294071242531572,-1.0646435416895708,3245.0
3,1,1,-0.2934118989302945,-1.4273611954142023,-1.0694956182430293,3275.0
3,1,1,-0.36484089123907026,-1.427253514948994,-1.0744359143701872,3307.0
3,1,1,-0.43175412975193156,-1.419263624430549,-1.0796761570479227,3342.0
3,1,1,-0.5051406902086899,-1.4229032241545847,-1.0853045658499345,3370.0
3,1,1,-0.5774149960359127,-1.4238077400623332,-1.0914975799236215,3404.0
3,1,1,-0.6456851851968075,-1.4226232549450435,-1.0984669262458622,3435.0
3,1,1,-0.7069704152842187,-1.4211588006182123,-1.1060538095839978,3466.0
3,1,1,-0.7591796475946192,-1.4191559439653407,-1.1140112151316701,3514.0
3,1,1,-0.8231787789780973,-1.4120921054476858,-1.122409718547838,3547.0
3,1,1,-0.8737418744367853,-1.404834442092656,-1.1312316759177627,3579.0
3,1,1,-0.9355164965611922,-1.403671493068408,-1.1401771406908667,3611.0
3,1,1,-0.9914629044268326,-1.3851073808665217,-1.1494401959292877,3642.0
3,1,1,-1.0384222948858253,-1.385322741796938,-1.1586856072529688,3674.0
3,1,1,-1.0860935283077207,-1.3802832960251963,-1.167825155088211,3706.0
3,1,1,-1.1107410908982296,-1.3608362040086033,-1.1769647029234531,3738.0
3,1,1,-1.1480016209876718,-1.3512095704189941,-1.1858572359523372,3771.0
3,1,1,-1.1820811028366423,-1.360513162612979,-1.194414534601164,3803.0
3,1,1,-1.2008559609832032,-1.344511845483047,-1.2029365454205116,3834.0
3,1,1,-1.2089976648714038,-1.3301041992381957,-1.2112468292629808,3866.0
3,1,1,-1.2123344287600104,-1.3203698851833785,-1.2192748104696125,3915.0
3,1,1,-1.212846065889597,-1.3397523689208464,-1.2265617472571702,3946.0
3,1,1,-1.1983867557056342,-1.3308579624946528,-1.2331252835403939,3978.0
